uses_wellness_apps,mindfulness_minutes_per_day,sleep_quality,stress_level,sleep_duration_hours,caffeine_intake_mg_per_day,gaming_hours,entertainment_hours,phone_usage_hours,laptop_usage_hours,gender,daily_screen_time_hours,mood_rating,physical_activity_hours_per_week,mental_health_score,weekly_depression_score,social_media_hours,work_related_hours
False,24.7,4.0,5,7.1,137.8,1.2,1.6,2.5,0.1,Male,4.3,4.3,6.2,69.0,8.0,3.3,3.5
False,18.5,4.0,8,7.2,153.6,1.5,1.5,2.1,2.6,Female,4.8,4.6,0.0,54.0,5.0,4.5,4.1
False,10.9,4.0,9,6.1,171.5,1.6,0.6,1.9,1.0,Female,7.0,1.7,0.0,54.0,14.0,4.5,3.7
False,15.8,4.0,7,6.9,115.3,0.0,1.8,1.6,0.5,Female,4.8,4.4,0.4,67.0,13.0,4.3,4.0
False,11.3,3.0,10,8.0,102.6,1.1,1.1,0.8,2.9,Female,5.7,1.0,0.1,47.0,18.0,4.5,3.9
False,13.8,4.0,8,7.2,135.2,1.0,1.2,2.5,1.6,Female,7.7,1.0,3.5,51.0,11.0,4.5,4.3
True,13.4,4.0,4,7.1,167.1,1.0,2.2,2.5,1.5,Female,5.4,4.8,4.8,70.0,8.0,2.4,3.3
False,23.9,4.0,7,7.2,106.8,0.9,1.2,1.4,1.2,Female,4.0,4.1,2.0,55.0,8.0,3.6,4.1
False,33.3,5.0,3,8.1,133.7,2.0,2.3,1.0,0.9,Female,2.3,6.6,1.6,67.0,5.0,2.3,3.0
True,34.4,4.0,2,7.3,128.6,2.6,3.2,3.4,1.3,Male,5.5,7.8,4.2,84.0,1.0,1.8,2.5
False,33.7,4.0,3,7.2,219.8,1.8,2.9,2.2,0.0,Male,2.2,5.5,1.9,73.0,2.0,2.2,2.7
True,21.0,5.0,1,7.4,73.6,2.2,2.2,2.4,0.0,Female,2.8,8.3,4.5,86.0,3.0,0.9,1.3
True,25.8,4.0,5,6.5,76.3,2.0,1.8,2.4,1.9,Male,6.5,4.8,5.3,64.0,6.0,3.4,3.6
False,18.5,4.0,3,7.0,155.5,1.9,1.9,0.9,2.8,Male,5.1,7.0,3.8,76.0,2.0,2.5,3.2
False,24.9,4.0,6,7.7,177.2,1.0,1.1,3.3,3.0,Female,5.7,4.3,2.7,68.0,5.0,3.6,3.7
False,14.6,5.0,4,7.9,44.0,1.1,1.8,1.6,0.4,Male,3.2,5.5,1.6,71.0,6.0,2.8,3.7
True,14.4,3.0,10,7.7,165.4,1.0,1.2,2.7,1.7,Female,7.0,1.0,0.9,45.0,10.0,4.5,3.9
True,19.1,5.0,5,7.5,209.6,1.6,1.4,3.3,0.0,Female,4.7,6.6,3.4,77.0,6.0,3.1,3.2
False,8.2,4.0,10,6.5,99.0,1.1,0.2,2.1,1.1,Other,5.7,1.0,0.0,54.0,3.0,4.5,3.9
False,28.3,4.0,5,6.7,213.2,1.0,0.9,0.9,2.4,Female,5.5,4.1,3.1,67.0,9.0,3.1,3.7
False,28.9,4.0,4,8.0,54.7,1.6,2.0,0.2,1.5,Male,1.8,6.7,3.7,73.0,8.0,3.1,3.5
True,19.4,3.0,7,7.3,136.0,1.0,1.8,2.0,1.1,Female,6.4,1.0,2.2,58.0,13.0,4.1,3.8
False,9.9,3.0,10,6.5,165.3,1.1,1.0,2.2,1.5,Female,7.3,1.0,1.5,40.0,15.0,4.5,4.4
True,8.2,3.0,10,7.2,121.7,1.7,0.3,1.5,2.9,Other,5.4,1.0,1.0,42.0,19.0,4.5,4.1
False,9.2,3.0,8,8.1,138.5,1.4,1.3,2.1,1.2,Male,6.4,4.1,2.0,49.0,7.0,4.2,3.8
False,32.3,3.0,4,7.7,178.8,2.2,1.4,2.4,1.6,Male,5.6,4.6,4.7,75.0,4.0,3.0,3.2
False,21.2,3.0,4,7.9,174.4,0.9,1.2,2.9,3.2,Female,6.4,5.8,3.5,63.0,8.0,3.6,3.7
True,38.1,4.0,1,6.9,167.4,2.6,2.7,1.8,1.2,Male,3.9,8.7,7.7,84.0,0.0,1.0,1.2
False,9.8,5.0,10,8.2,70.2,1.3,0.5,2.0,0.0,Female,5.6,1.0,0.0,51.0,10.0,4.5,4.1
False,19.0,4.0,6,7.0,54.2,1.0,1.4,1.8,3.0,Male,5.5,4.2,1.6,59.0,7.0,3.6,4.0
True,11.6,3.0,9,8.0,123.6,0.8,0.9,2.0,2.6,Male,5.6,1.0,0.0,53.0,13.0,4.5,3.9
False,40.6,5.0,1,7.7,149.5,2.9,2.1,1.5,0.0,Male,4.0,8.5,5.2,84.0,2.0,0.5,1.2
False,11.2,4.0,7,7.7,147.8,1.0,1.2,1.5,1.4,Male,5.0,3.8,1.8,54.0,12.0,4.2,4.1
False,6.5,3.0,9,7.7,173.5,1.0,0.9,1.6,1.5,Female,5.3,1.0,0.0,56.0,11.0,4.5,3.7
False,15.1,4.0,8,7.4,128.8,1.3,1.7,2.1,3.0,Female,4.9,2.3,0.9,59.0,9.0,4.3,4.1
True,12.6,4.0,7,7.9,64.7,2.2,1.3,1.2,1.5,Male,3.4,3.7,0.5,61.0,7.0,4.1,4.1
False,19.9,4.0,3,6.9,202.7,2.0,2.2,1.6,1.7,Female,5.1,5.9,3.3,75.0,3.0,2.3,2.9
False,20.2,3.0,8,7.3,110.2,1.3,2.1,3.6,1.7,Male,5.5,3.4,0.4,54.0,10.0,4.1,4.2
True,39.5,5.0,1,8.0,132.5,3.1,2.6,2.8,1.0,Female,3.3,10.0,2.8,82.0,1.0,1.1,1.3
False,12.6,4.0,4,7.3,129.1,2.2,1.1,1.1,2.9,Male,6.7,4.6,5.1,70.0,5.0,3.1,3.3
True,38.6,4.0,2,7.1,68.9,2.2,2.3,2.8,0.6,Female,5.8,9.9,4.6,76.0,1.0,1.6,2.2
False,9.3,3.0,9,7.5,151.6,1.3,1.7,2.6,1.0,Female,5.5,3.0,0.0,49.0,14.0,4.5,4.2
False,10.5,5.0,6,6.7,191.6,1.3,1.5,1.9,1.5,Female,4.9,3.6,1.2,64.0,8.0,3.8,3.7
True,14.2,5.0,5,8.4,131.9,1.3,1.2,1.4,0.0,Female,1.0,4.7,2.0,72.0,6.0,3.6,3.7
True,21.6,4.0,7,6.4,211.9,1.0,1.4,1.3,3.4,Female,4.4,2.6,0.6,55.0,12.0,4.1,3.9
True,13.8,4.0,10,7.0,69.8,1.2,1.4,2.2,1.5,Other,7.9,1.0,0.0,59.0,19.0,4.5,3.6
False,11.8,5.0,8,7.8,171.9,0.7,2.0,1.2,2.4,Female,4.8,1.0,2.4,63.0,17.0,4.5,3.9
False,24.8,4.0,4,7.6,162.9,1.8,1.6,3.0,0.4,Female,3.3,5.7,2.3,70.0,4.0,2.6,3.6
False,7.1,4.0,10,7.0,129.1,1.2,0.8,3.2,2.3,Female,6.7,1.0,1.1,48.0,13.0,4.5,3.7
False,10.7,4.0,7,7.8,165.5,0.7,1.8,2.0,2.4,Male,5.8,1.2,0.0,53.0,9.0,4.3,3.8
True,29.2,4.0,5,6.8,210.9,1.3,1.2,3.0,2.5,Female,6.5,6.0,2.6,69.0,6.0,3.3,3.6
True,24.3,4.0,6,8.1,153.8,1.5,1.9,1.6,3.6,Male,6.6,2.3,3.3,64.0,9.0,3.7,3.8
False,39.5,4.0,1,7.7,118.6,2.2,2.6,1.4,0.9,Female,1.7,8.9,8.3,88.0,0.0,1.1,1.3
True,35.9,4.0,2,7.0,109.2,2.9,2.0,3.0,1.3,Female,6.6,7.9,4.0,79.0,2.0,1.4,2.5
True,30.2,3.0,4,7.9,171.1,2.2,2.0,3.4,0.6,Female,3.7,7.1,1.9,63.0,6.0,2.7,3.6
True,23.4,4.0,3,7.1,124.4,2.2,1.7,3.8,1.4,Male,5.9,7.4,5.5,77.0,3.0,2.2,3.1
True,20.4,3.0,7,7.2,213.4,1.4,0.9,2.3,2.2,Male,6.6,2.5,4.0,64.0,5.0,4.0,3.8
True,20.9,4.0,5,7.5,103.6,1.5,1.9,2.8,2.2,Female,6.6,4.9,7.4,77.0,6.0,3.0,3.7
False,7.8,3.0,8,6.6,97.5,0.6,2.0,2.3,3.3,Female,6.7,3.7,1.3,51.0,13.0,4.3,4.1
False,14.0,5.0,4,7.8,124.3,1.5,1.4,3.3,2.0,Male,4.5,6.7,3.2,75.0,5.0,2.9,3.5
False,15.6,3.0,6,6.7,164.4,1.1,2.3,2.4,1.5,Male,4.2,5.5,0.0,58.0,8.0,3.6,3.9
False,23.0,4.0,1,7.7,125.2,3.0,3.0,2.7,0.3,Female,2.7,9.7,4.5,84.0,0.0,0.5,1.3
False,10.8,4.0,10,7.3,71.6,0.7,0.0,1.0,2.5,Female,4.4,1.1,0.0,45.0,10.0,4.5,3.9
False,13.6,4.0,7,6.6,108.5,1.6,1.3,1.8,1.3,Male,6.0,4.8,0.0,59.0,7.0,4.2,3.6
True,13.3,4.0,8,8.2,133.8,0.5,2.1,2.7,2.5,Male,5.1,3.6,2.2,56.0,10.0,4.5,3.8
False,11.0,4.0,9,7.3,152.6,1.1,2.1,2.7,1.0,Male,6.0,1.0,2.6,54.0,8.0,4.5,4.0
False,9.0,5.0,10,6.8,183.1,1.4,0.8,2.8,2.8,Other,6.6,1.0,0.0,57.0,9.0,4.5,3.9
False,21.9,5.0,4,7.6,69.1,1.7,2.0,2.1,1.9,Male,3.6,4.4,2.8,73.0,9.0,2.7,3.3
False,32.2,4.0,3,8.8,136.8,2.2,1.9,1.4,2.6,Male,3.5,7.1,5.1,75.0,4.0,2.4,2.9
True,25.0,4.0,3,7.0,101.2,1.2,2.3,1.9,1.9,Male,4.4,5.7,3.5,81.0,4.0,2.3,3.1
True,29.0,5.0,4,8.0,156.0,1.9,1.5,2.0,0.5,Male,2.6,4.6,8.1,79.0,5.0,2.8,3.5
True,13.8,4.0,5,6.9,158.5,1.1,0.8,2.2,1.1,Female,5.3,5.4,1.7,70.0,10.0,3.3,3.5
True,18.8,4.0,6,7.8,135.7,0.5,1.4,1.1,0.1,Male,3.7,3.9,0.0,64.0,5.0,3.8,3.8
False,19.4,5.0,7,6.9,184.3,0.8,2.8,1.8,1.7,Male,6.3,1.3,0.0,58.0,14.0,4.2,4.0
False,17.5,5.0,5,7.5,57.0,2.2,1.3,1.9,0.0,Male,3.3,5.8,0.4,59.0,8.0,3.3,3.9
False,36.7,4.0,1,7.6,58.9,3.0,2.7,0.2,1.8,Male,3.5,9.8,4.9,90.0,2.0,0.5,1.5
True,27.0,5.0,3,8.2,158.8,2.5,2.3,2.7,0.0,Male,3.7,6.5,6.1,79.0,7.0,2.4,3.1
True,7.1,4.0,8,6.5,164.1,1.4,1.5,2.1,2.4,Female,6.2,3.0,0.0,59.0,7.0,4.1,3.8
False,23.8,4.0,6,8.1,84.0,1.0,1.2,2.2,0.3,Female,5.9,4.4,1.9,62.0,4.0,3.6,3.8
True,12.1,5.0,6,6.7,100.0,1.5,1.7,1.5,0.5,Female,2.9,4.7,6.3,71.0,5.0,3.6,4.0
False,24.4,4.0,6,7.3,102.3,1.8,1.7,2.5,3.0,Female,7.4,4.2,2.4,59.0,10.0,3.6,3.6
True,12.4,5.0,10,7.4,176.3,1.1,0.9,1.3,1.9,Female,5.1,1.1,0.0,43.0,16.0,4.5,3.8
True,29.0,4.0,3,7.4,134.6,1.5,1.9,1.4,2.4,Male,4.7,6.7,3.6,85.0,6.0,2.1,3.0
False,12.0,5.0,10,7.3,51.9,1.0,0.7,2.6,0.4,Female,5.2,1.0,0.4,58.0,9.0,4.5,3.7
True,13.4,5.0,6,7.6,124.9,1.2,1.2,2.3,2.6,Female,5.2,3.0,2.9,68.0,7.0,3.5,3.7
True,14.9,3.0,10,7.5,124.2,1.6,1.1,0.9,1.3,Female,5.3,1.0,0.0,54.0,14.0,4.5,3.9
False,10.9,3.0,10,7.0,151.7,0.4,0.9,3.4,1.6,Female,7.5,1.0,0.0,39.0,15.0,4.5,4.1
False,10.8,4.0,10,7.6,152.3,1.1,0.9,1.3,3.1,Male,6.1,1.0,0.0,58.0,11.0,4.5,3.9
False,28.7,5.0,4,7.5,77.2,1.6,1.3,1.9,0.2,Female,3.4,7.6,4.1,68.0,5.0,2.7,3.4
True,6.2,4.0,10,7.0,167.8,1.3,0.3,3.6,2.5,Female,8.6,1.0,0.4,49.0,12.0,4.5,3.9
False,19.0,4.0,8,8.1,52.0,1.1,1.5,0.2,1.9,Other,3.9,1.9,0.0,63.0,13.0,4.5,4.0
True,26.5,4.0,3,8.3,131.7,2.2,1.3,0.5,1.3,Male,2.6,6.9,7.3,78.0,4.0,2.3,3.0
False,13.9,4.0,3,7.7,96.7,2.1,2.3,2.4,0.3,Male,6.0,8.6,3.6,71.0,7.0,2.3,2.8
False,20.6,4.0,5,7.0,200.2,1.2,1.4,0.2,1.3,Male,3.7,5.6,3.9,70.0,4.0,3.3,3.7
False,16.6,5.0,9,7.8,137.8,0.9,0.9,0.2,0.6,Female,3.7,1.0,0.0,60.0,7.0,4.5,4.0
False,25.5,3.0,6,7.5,242.0,1.2,0.9,3.1,2.8,Male,5.6,4.6,0.8,61.0,6.0,3.8,3.9
True,20.4,4.0,6,8.3,66.4,0.7,1.5,1.6,1.6,Male,4.4,4.0,1.5,64.0,5.0,3.9,3.9
True,18.4,5.0,6,7.6,181.1,1.5,1.7,4.0,0.8,Other,6.2,4.7,1.8,55.0,10.0,3.8,4.0
True,28.1,5.0,1,7.4,111.9,2.9,3.2,1.1,0.0,Male,2.5,8.5,6.4,82.0,2.0,1.1,1.2
True,18.6,4.0,1,7.5,142.4,2.3,2.4,1.7,1.0,Female,2.8,8.6,5.1,81.0,1.0,0.7,1.4
True,10.9,3.0,7,5.9,183.3,1.2,2.2,2.5,2.9,Male,6.2,2.4,2.2,56.0,8.0,4.4,3.6
False,19.3,4.0,7,7.2,132.1,1.2,1.7,2.4,1.6,Female,6.1,2.6,1.7,54.0,15.0,4.4,3.5
True,24.0,4.0,5,7.3,104.8,1.5,1.5,1.8,1.3,Female,4.3,4.3,2.6,66.0,6.0,3.2,3.5
True,10.0,5.0,5,7.1,57.8,0.6,2.2,1.4,3.4,Female,5.0,6.6,2.7,68.0,9.0,3.3,3.3
False,15.3,4.0,6,6.9,241.5,1.8,1.7,2.2,1.0,Female,5.6,5.1,1.3,57.0,10.0,3.4,3.8
True,34.3,4.0,1,8.4,131.5,3.4,2.8,3.2,0.6,Male,2.9,7.4,5.1,88.0,4.0,0.7,1.3
False,7.7,3.0,9,5.9,106.0,0.7,1.1,2.7,1.9,Male,6.0,1.0,0.0,47.0,9.0,4.5,3.6
False,32.4,4.0,2,7.0,95.5,2.2,2.0,1.4,2.0,Male,3.1,8.1,6.3,83.0,1.0,1.7,2.6
False,20.8,4.0,3,8.7,52.9,2.6,2.3,1.1,0.9,Female,4.4,6.1,3.9,74.0,3.0,2.1,3.0
True,31.7,4.0,4,8.3,163.4,2.4,1.8,1.4,0.6,Female,1.8,4.9,1.9,71.0,4.0,2.6,3.1
True,34.3,4.0,3,7.4,38.5,1.8,2.0,0.9,3.1,Male,5.6,9.3,7.5,71.0,6.0,2.2,3.2
True,16.7,4.0,3,7.5,120.4,2.3,2.0,2.1,1.0,Female,3.7,6.5,3.3,71.0,3.0,2.0,2.9
True,15.8,5.0,9,7.1,157.7,1.2,0.7,2.7,0.0,Male,4.6,1.0,0.1,46.0,8.0,4.5,4.0
True,8.4,4.0,10,6.6,217.3,0.8,0.6,1.9,1.7,Female,6.6,1.0,0.0,45.0,19.0,4.5,4.0
False,20.9,4.0,3,7.5,64.7,2.6,2.4,3.5,2.5,Other,5.6,8.9,5.9,71.0,2.0,2.1,2.7
False,19.0,4.0,8,7.7,132.7,0.7,1.6,3.6,1.3,Male,6.1,1.6,1.3,58.0,11.0,4.5,4.2
False,22.3,4.0,4,7.2,186.2,1.7,1.2,2.3,2.1,Female,3.6,6.5,6.2,79.0,8.0,2.9,3.9
False,12.2,4.0,10,6.4,196.7,0.5,0.9,2.6,0.3,Male,5.7,1.0,0.0,52.0,10.0,4.5,3.8
False,16.4,5.0,5,7.9,40.5,1.2,2.3,1.2,2.2,Female,3.0,4.7,3.8,69.0,9.0,3.2,3.7
True,35.8,5.0,1,8.1,89.8,2.9,3.4,1.7,0.4,Female,2.1,10.0,5.5,86.0,6.0,0.6,1.3
False,12.3,4.0,10,7.5,95.1,1.8,0.4,3.1,1.8,Male,7.2,1.0,1.1,49.0,13.0,4.5,4.0
False,32.0,4.0,4,7.5,78.2,1.8,1.2,1.5,2.3,Male,3.5,4.6,6.9,69.0,6.0,2.6,3.8
False,17.9,4.0,2,6.4,175.2,2.7,2.2,3.3,1.6,Male,4.1,6.6,2.9,84.0,1.0,1.7,2.4
True,20.8,5.0,1,7.0,180.8,3.0,2.4,3.0,0.1,Female,2.8,9.1,3.0,73.0,1.0,0.9,1.4
False,41.8,4.0,1,8.2,96.8,2.9,2.5,2.7,0.2,Female,3.6,10.0,4.9,76.0,2.0,0.5,1.5
False,15.9,4.0,8,6.5,98.0,0.9,1.0,0.9,3.3,Male,6.6,2.2,1.5,50.0,8.0,4.2,4.3
False,11.4,5.0,6,8.1,131.2,1.0,1.6,1.7,0.7,Female,1.8,2.6,1.9,68.0,11.0,3.8,3.6
True,24.7,3.0,5,6.6,110.5,0.1,1.1,2.6,2.3,Female,6.6,4.8,3.4,58.0,9.0,3.4,3.6
True,10.7,4.0,7,7.0,138.6,1.1,1.7,1.1,1.6,Male,3.6,1.8,0.3,56.0,12.0,4.1,3.9
False,18.1,4.0,6,8.5,165.3,1.2,1.4,1.8,0.4,Male,3.0,3.4,1.4,67.0,10.0,3.8,3.6
False,17.4,4.0,9,8.1,121.2,1.3,1.1,2.7,0.9,Female,6.0,1.0,0.3,50.0,6.0,4.5,4.2
False,12.2,4.0,9,7.4,124.8,1.6,0.7,1.5,3.4,Female,5.5,1.0,0.0,45.0,15.0,4.5,4.0
False,11.0,3.0,10,6.7,151.8,1.0,0.6,1.2,5.0,Male,8.5,1.0,0.0,43.0,12.0,4.5,3.8
False,24.1,5.0,2,8.1,153.2,2.8,2.0,0.4,1.2,Male,3.5,7.3,7.4,78.0,2.0,1.3,2.3
False,21.0,5.0,7,6.8,88.7,0.8,1.2,1.7,1.1,Male,3.2,2.5,1.8,56.0,12.0,4.0,3.7
False,16.6,4.0,3,8.4,147.4,1.9,1.6,2.7,0.0,Female,1.8,6.4,1.9,77.0,1.0,2.5,2.9
False,24.4,4.0,3,8.7,149.2,1.5,2.2,1.2,0.0,Male,2.5,8.2,7.8,81.0,6.0,2.4,2.6
False,13.6,5.0,7,7.7,118.2,1.1,0.9,2.0,0.6,Male,4.5,1.8,2.6,67.0,16.0,4.2,4.0
True,32.5,4.0,3,6.9,141.0,2.4,2.5,1.8,1.0,Female,4.0,5.3,3.7,77.0,3.0,2.6,2.9
True,24.9,4.0,2,8.4,92.1,2.3,2.9,1.4,1.5,Female,2.7,8.3,9.2,93.0,5.0,1.7,2.2
False,7.3,4.0,10,7.0,179.6,1.4,1.6,2.8,2.3,Male,9.3,1.0,1.7,46.0,9.0,4.5,3.9
True,13.9,3.0,10,6.9,180.9,1.2,0.4,3.5,1.7,Male,8.7,1.0,0.0,41.0,14.0,4.5,4.2
False,16.7,4.0,7,6.9,179.5,1.0,1.6,2.9,2.3,Female,4.6,4.8,2.5,56.0,6.0,4.2,4.0
False,18.7,4.0,8,7.0,131.3,1.4,1.4,1.4,0.8,Male,3.2,2.2,0.0,54.0,11.0,4.5,4.3
False,15.9,4.0,6,7.8,141.9,0.9,1.1,3.8,1.4,Male,6.6,5.3,2.6,73.0,8.0,3.8,3.5
False,32.1,4.0,4,7.5,111.8,1.9,1.3,2.9,1.1,Female,3.7,6.0,2.8,64.0,2.0,2.9,3.1
False,19.0,5.0,7,7.8,118.8,1.1,2.1,1.6,0.1,Male,1.1,4.3,0.6,61.0,12.0,4.0,3.8
True,17.5,4.0,9,7.5,201.7,1.4,1.6,1.3,0.0,Female,4.7,2.8,1.0,53.0,13.0,4.5,4.3
False,18.5,5.0,3,6.5,181.8,2.0,1.8,3.0,0.8,Female,3.9,5.6,3.2,73.0,0.0,2.2,3.2
True,28.6,5.0,2,7.8,168.8,2.1,2.6,2.2,0.0,Male,1.7,6.8,5.7,78.0,2.0,2.1,2.5
False,19.0,5.0,1,7.8,155.5,2.9,2.9,1.2,0.3,Male,1.5,8.7,4.0,79.0,2.0,1.3,1.1
True,12.1,4.0,4,8.2,67.3,2.1,1.1,1.9,2.1,Female,4.6,6.0,4.5,57.0,2.0,2.7,3.3
True,11.6,4.0,6,7.8,142.5,1.8,1.4,1.6,1.7,Female,5.5,4.9,3.2,63.0,5.0,3.6,3.7
False,34.6,4.0,1,6.9,224.4,2.7,3.0,1.3,1.5,Female,4.0,9.2,4.8,88.0,4.0,0.9,1.3
True,27.3,5.0,5,7.1,158.5,1.6,0.4,2.9,2.8,Female,5.5,5.1,6.7,72.0,7.0,3.2,3.8
False,14.6,4.0,2,7.7,65.9,3.1,2.3,2.7,0.7,Male,6.4,8.1,5.9,75.0,4.0,2.0,2.3
False,17.2,3.0,5,6.3,167.1,1.6,1.5,2.8,2.3,Female,8.9,6.1,4.0,56.0,5.0,3.3,3.4
True,24.6,4.0,3,8.3,62.9,2.7,1.9,2.7,0.6,Male,4.2,6.6,6.1,85.0,6.0,2.2,2.9
True,15.3,4.0,7,7.6,159.1,1.7,1.4,1.2,1.8,Male,3.4,4.2,3.2,66.0,7.0,3.9,4.0
True,15.7,4.0,1,7.9,84.8,3.3,2.8,1.5,1.7,Male,3.0,9.3,4.5,84.0,2.0,1.2,1.5
False,10.9,4.0,8,6.9,185.1,0.9,1.6,3.3,1.7,Male,6.7,2.0,1.9,45.0,14.0,4.5,4.0
False,15.3,3.0,7,7.1,178.1,0.8,0.7,2.1,1.1,Female,5.3,1.8,1.7,63.0,6.0,4.2,3.8
False,5.3,4.0,10,6.9,132.8,1.3,0.7,0.7,1.9,Male,5.6,1.0,0.0,48.0,16.0,4.5,3.8
False,14.9,4.0,8,8.0,113.5,0.4,1.0,2.2,1.9,Male,6.1,1.6,2.2,52.0,13.0,4.5,3.9
True,29.7,5.0,3,7.9,105.3,2.3,2.1,2.6,0.0,Male,2.8,7.1,1.5,61.0,2.0,2.2,3.3
False,7.0,3.0,10,6.5,134.3,0.6,0.5,2.5,2.4,Female,7.5,1.0,0.0,55.0,13.0,4.5,3.9
False,25.5,5.0,2,8.2,90.1,2.5,2.7,1.2,0.1,Female,1.0,9.0,2.7,82.0,3.0,1.8,2.2
False,13.0,3.0,8,7.7,158.3,0.9,0.6,3.7,0.5,Male,6.1,3.2,2.2,54.0,7.0,4.5,3.8
True,23.2,5.0,1,8.3,83.7,2.6,2.5,0.6,1.8,Male,1.8,8.3,3.8,72.0,2.0,0.3,1.3
False,19.4,4.0,7,7.5,135.1,0.7,1.6,2.1,2.2,Male,5.0,3.1,2.5,57.0,11.0,4.1,3.8
True,12.6,4.0,10,6.9,188.8,1.2,0.2,3.6,1.7,Female,9.3,1.0,0.0,43.0,17.0,4.5,3.9
False,10.6,3.0,8,6.9,151.4,1.8,1.8,2.5,1.9,Female,5.4,1.2,0.8,53.0,14.0,4.5,4.0
False,23.8,5.0,7,8.1,119.9,1.1,2.0,2.8,0.2,Female,4.9,2.7,2.2,64.0,10.0,4.3,3.6
True,27.4,5.0,1,8.0,102.8,3.3,2.7,1.1,0.9,Female,2.4,9.9,5.3,87.0,2.0,1.0,1.2
True,32.2,4.0,4,7.9,145.2,1.8,1.3,2.3,0.0,Male,5.0,4.6,1.7,72.0,10.0,2.9,3.4
False,9.4,4.0,7,6.7,105.1,0.7,0.9,2.0,0.5,Female,2.9,2.2,0.1,59.0,10.0,4.5,3.9
False,32.1,5.0,3,8.3,155.0,2.1,1.8,1.0,0.0,Female,1.2,7.4,7.4,90.0,3.0,2.7,2.9
True,25.9,3.0,3,7.3,79.8,1.6,2.2,2.8,1.5,Male,5.2,5.7,4.0,75.0,3.0,2.2,2.7
True,14.6,4.0,10,7.6,112.9,1.6,1.4,1.3,4.1,Male,6.7,1.2,0.0,52.0,12.0,4.5,4.1
False,20.7,4.0,6,6.7,162.2,1.3,1.7,1.4,2.3,Female,5.3,4.9,1.8,73.0,6.0,3.4,4.3
False,16.6,5.0,8,8.3,103.2,1.0,0.8,2.4,0.0,Female,5.1,2.6,1.2,61.0,6.0,4.5,3.9
False,29.7,5.0,2,7.5,129.6,2.7,2.4,1.9,0.0,Male,1.4,8.1,2.0,74.0,2.0,1.6,2.4
False,10.7,4.0,7,8.1,110.9,0.8,1.7,2.2,0.1,Female,3.5,2.0,1.7,62.0,9.0,4.4,3.8
False,15.5,4.0,8,7.3,75.7,1.4,0.9,1.8,0.0,Female,5.2,1.0,0.0,50.0,8.0,4.5,3.8
False,9.0,4.0,10,8.2,106.4,1.2,0.7,3.3,1.2,Male,6.4,1.0,0.0,44.0,9.0,4.5,4.1
True,22.0,3.0,6,7.6,182.5,1.3,1.9,1.2,1.8,Male,4.2,4.5,2.5,66.0,4.0,3.6,3.7
True,20.2,5.0,3,8.3,223.0,2.3,2.2,1.6,0.1,Male,4.9,6.1,7.0,72.0,0.0,2.4,2.8
False,17.5,4.0,8,7.1,200.4,1.1,1.2,2.4,1.3,Female,6.2,2.1,0.0,53.0,11.0,4.5,3.9
False,23.4,4.0,7,6.8,251.3,1.0,1.9,1.1,1.7,Male,5.1,1.1,1.4,61.0,3.0,4.2,3.6
False,6.2,3.0,10,7.6,52.3,1.1,0.8,1.1,2.3,Male,4.2,1.0,0.0,48.0,13.0,4.5,4.1
False,14.5,4.0,8,7.2,97.6,1.2,2.1,2.1,1.7,Female,5.8,1.8,0.0,54.0,15.0,4.5,4.1
False,27.6,4.0,3,7.1,139.8,2.1,1.5,2.8,1.9,Female,5.0,6.6,2.0,68.0,1.0,2.4,3.2
False,23.7,3.0,2,7.9,166.2,2.0,2.3,2.9,1.5,Male,5.9,8.2,4.3,86.0,5.0,2.1,2.1
True,23.6,5.0,6,7.0,177.1,1.2,0.8,2.1,0.4,Male,3.0,5.8,0.5,62.0,9.0,3.4,3.8
True,38.7,5.0,1,8.7,48.8,2.3,2.2,1.4,0.6,Female,1.8,9.3,3.9,80.0,1.0,0.9,1.7
False,29.0,4.0,1,7.5,114.4,3.6,2.9,2.2,0.0,Female,3.6,8.5,2.8,85.0,0.0,0.7,1.0
False,19.0,4.0,5,6.5,166.7,2.0,1.9,2.5,3.1,Female,6.4,3.9,4.2,63.0,8.0,3.3,3.5
False,12.3,4.0,10,7.6,173.0,1.8,1.6,2.2,0.0,Male,5.0,1.0,0.0,48.0,13.0,4.5,4.0
True,6.2,3.0,10,7.3,152.3,1.0,0.6,3.1,2.5,Female,6.8,1.0,0.0,40.0,12.0,4.5,3.9
False,24.3,4.0,4,7.4,100.4,1.9,2.4,1.1,0.0,Female,4.0,6.3,4.7,68.0,2.0,2.8,3.3
True,19.4,5.0,2,7.1,123.5,2.2,2.9,1.4,2.3,Female,4.3,7.6,7.0,83.0,2.0,1.8,2.3
False,29.1,4.0,5,7.8,118.4,2.1,1.3,3.0,2.6,Female,6.7,4.0,0.9,66.0,2.0,3.5,3.4
True,17.4,4.0,7,7.6,132.5,0.9,1.7,0.7,2.8,Male,5.5,1.5,3.7,67.0,8.0,3.9,3.6
True,27.7,4.0,5,7.2,94.8,1.5,1.3,1.5,0.4,Male,4.4,4.9,9.0,72.0,6.0,2.9,3.5
True,14.2,4.0,6,7.5,177.4,1.3,1.8,1.3,1.7,Female,5.9,3.3,1.5,70.0,8.0,3.4,3.1
True,24.4,4.0,3,7.1,200.9,2.7,1.5,0.6,0.8,Female,3.9,7.2,7.0,79.0,4.0,2.1,2.8
